"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(FTM)","Value_OUT(FTM)","CurrentValue @ $2.92/FTM","TxnFee(FTM)","TxnFee(USD)","Historical $Price/FTM","Status","ErrCode","Method"
"0x6a1d779352e64d2c30df84a793d4f769ef55e3abcef6ff41002043aee2298534","4769051","1619827747","2021-05-01 00:09:07","0x1263996001a0338dde65da49ea020e6a29621c63","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.0150384","0.043912128","0.81","","","Remove Liquidity ETH",""
"0x46d868673d7b058e69751ef75afefeef7ec3f9e396734f0745520e19dcf8576f","4769058","1619827752","2021-05-01 00:09:12","0xb0ba26dedc9c1ddae319de606c3b1279e26be57e","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000212498","0.00062049416","0.81","","","Swap Exact Tokens For ETH",""
"0x38d39778662c2638884f88f2279f80d63c1e86463c0c04e7767ef1314723b67f","4769067","1619827758","2021-05-01 00:09:18","0xd8a053f8c1b5803a4520718ed456883c73dc8fd5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","92.160734755722730845","0","269.10934548671","0.000149014","0.00043512088","0.81","","","Add Liquidity ETH",""
"0x815ddc40ea82d952c6714c86162d7fa53113cdf3afbaab6c228b7fedde90d6ce","4769072","1619827761","2021-05-01 00:09:21","0x802644ffb0705c24ff30daf5e8b99edc2e4719c5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000166684518","0.00048671879256","0.81","","","Swap Exact ETH For Tokens",""
"0xdc8cbf93c972d80e85529a80a728ccf3d3e3b1401d1024215c30b4259b3ec98f","4769080","1619827767","2021-05-01 00:09:27","0x802644ffb0705c24ff30daf5e8b99edc2e4719c5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000153418265","0.0004479813338","0.81","","","Swap Exact ETH For Tokens",""
"0x8bf7d7d8a4a9d0d051454f5aeadb2b306bab19b4b88a673b4b5e1be8f4ca7d07","4769088","1619827773","2021-05-01 00:09:33","0x802644ffb0705c24ff30daf5e8b99edc2e4719c5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.00015314299","0.0004471775308","0.81","","","Swap Exact ETH For Tokens",""
"0x119a79efcedfea3564baa693baeef87e7bb879c8250e74ea4141fdb289bb8176","4769095","1619827779","2021-05-01 00:09:39","0x802644ffb0705c24ff30daf5e8b99edc2e4719c5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.00015433418","0.0004506558056","0.81","","","Swap Exact ETH For Tokens",""
"0x6deec71535de9918cf0ff0e8920698c8e86921a83fcff09f1e60ead04bfc3d0b","4769103","1619827784","2021-05-01 00:09:44","0x802644ffb0705c24ff30daf5e8b99edc2e4719c5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000152823671","0.00044624511932","0.81","","","Swap Exact ETH For Tokens",""
"0xd136d585fd3384c5330bfa1940f3b9d396f5c28b339201b0293408ffbce78156","4769111","1619827791","2021-05-01 00:09:51","0x802644ffb0705c24ff30daf5e8b99edc2e4719c5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000152738586","0.00044599667112","0.81","","","Swap Exact ETH For Tokens",""
"0x8531a0c645e5a65c700a2d9ccea468dca321c0b8a6c027224b939c2ddc419bbb","4769125","1619827802","2021-05-01 00:10:02","0x802644ffb0705c24ff30daf5e8b99edc2e4719c5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0.001","0","0.00292","0.000190656466","0.00055671688072","0.81","","","Add Liquidity ETH",""
